ClusterId,ClusterName,CTV3Code,Description
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c1c1.,FLUTIFORM 50micrograms/5micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c1c2.,FLUTIFORM 125micrograms/5micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c1c3.,FLUTIFORM 250micrograms/10micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c1cx.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 250mcg/10mcg inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c1cy.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 125mcg/5mcg inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c1cz.,FLUTICASONE PROPIONATE+FORMOTEROL FUMARATE 50mcg/5mcg inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c6...,Corticosteroids [respiratory use]
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c611.,Becloforte 250micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c612.,Becotide 50 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c613.,Becotide 100micrograms Rotacap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c614.,Becotide 200micrograms Rotacap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c616.,Becotide 50micrograms/1mL nebuliser solution
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c617.,Becotide 100 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c619.,Becodisk 100micrograms diskhaler 14x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61A.,Beclometasone dipropionate 400mcg/blister disks+disk inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61B.,Beclometasone dipropionate 400mcg/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61C.,Beclomethasone dipropionate 250mcg inh+spacer(large volume)
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61D.,Beclometasone diprop 50mcg breath-actuated aerosol inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61E.,Beclometasone diprop 250mcg breath-actuated aerosol inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61F.,Beclometasone diprop 100mcg breath-actuated aerosol inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61G.,Filair 50 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61H.,Filair 100micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61J.,Filair Forte 250micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61K.,Beclazone 50 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61L.,Beclazone 100 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61M.,Beclazone 250 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61N.,Beclazone 50 Easi-Breathe inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61O.,Beclazone 100 Easi-Breathe inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61P.,Beclazone 250 Easi-Breathe inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61Q.,Becloforte Integra 250micrograms inhaler+compact spacer
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61R.,Becloforte Integra 250micrograms refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61S.,Beclomethasone dipropionate 250mcg inh+compact spacer
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61T.,Beclomethasone dipropionate 250mcg compact spacer refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61V.,Beclomethasone dipropionate 50mcg vortex metered dose inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61W.,Asmabec 50micrograms Spacehaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61X.,Beclomethasone dipropionate 100mcg vortex metered dose inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61Y.,Asmabec 100micrograms Spacehaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61Z.,Beclomethasone dipropionate 250mcg vortex metered dose inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61a.,Becodisk 200micrograms diskhaler 14x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61b.,Becotide 400micrograms Rotacap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61c.,Becodisk 100micrograms disk refill 14x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61d.,Becodisk 200micrograms disk refill 14x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61e.,Becodisk 400micrograms diskhaler 7x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61f.,Becodisk 400micrograms disk refill 7x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61g.,Becloforte VM 250micrograms inhaler+spacer(large volume)
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61h.,Beclometasone dipropionate 400micrograms inhalation capsule
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61i.,Becotide 200 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61j.,Aerobec 50mcg Autohaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61k.,Aerobec Forte 250micrograms Autohaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61l.,Aerobec 100mcg Autohaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61m.,Becloforte diskhaler 400micrograms 14x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61n.,Becloforte disks 400micrograms disk refill 14x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61p.,Beclometasone dipropionate 100mcg/blister disk+disk inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61q.,Beclometasone dipropionate 200mcg/blister disk+disk inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61r.,Beclometasone dipropionate 100mcg/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61s.,Beclometasone dipropionate 200mcg/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61t.,Beclometasone dipropionate 250micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61u.,Beclometasone dipropionate 200micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61v.,Beclometasone dipropionate 50micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61w.,Beclometasone dipropionate 100micrograms inhalation capsule
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61x.,Beclometasone dipropionate 200micrograms inhalation capsule
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61y.,Beclomethasone dipropionate 50mcg/1mL nebuliser solution
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c61z.,Beclometasone dipropionate 100micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c62..,Beclometasone compounds
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c621.,Ventide inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c622.,Ventide Rotacap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c623.,Ventide paediatric Rotacap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c62x.,Beclomethasone diprop+salbutamol 200mcg/400mcg inh capsule
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c62y.,Beclomethasone diprop+salbutamol 100mcg/200mcg inh capsule
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c62z.,Beclomethasone dipropionate+salbutamol 50mcg/100mcg inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c63..,Betamethasone valerate product
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c631.,Bextasol 100micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c63z.,Betamethasone 100micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c641.,Pulmicort 200micrograms inhaler 200dose
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c642.,Pulmicort 200micrograms refill 100dose
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c643.,Pulmicort 200micrograms refill 200dose
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c644.,Pulmicort LS 50micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c645.,Pulmicort LS 50micrograms inhaler refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c647.,Pulmicort 200micrograms inhaler 100dose
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c648.,Pulmicort 200micrograms Turbohaler 100dose
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c649.,Pulmicort 400micrograms Turbohaler 50dose
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64A.,Budesonide 200micrograms inhaler refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64E.,Pulmicort 200micrograms inhaler with NebuChamber
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64F.,Budesonide 200micrograms/dose dry powder cartridge refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64G.,Novolizer Budesonide 200micrograms/dose cartridge refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64H.,Easyhaler Budesonide 100mcg breath-actuated dry powder inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64I.,Easyhaler Budesonide 200mcg breath-actuated dry powder inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64J.,Easyhaler Budesonide 400mcg breath-actuated dry powder inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64a.,Pulmicort 500mcg Respules 2mL unit
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64b.,Pulmicort 1mg Respules 2mL unit
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64c.,Pulmicort 100micrograms Turbohaler 200dose
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64d.,Budesonide 100micrograms breath-actuated dry powder inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64e.,Budesonide 50micrograms inhaler refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64g.,Budesonide 200micrograms breath-actuated dry powder inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64h.,Budesonide 400micrograms breath-actuated dry powder inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64i.,Budesonide 500micrograms/2mL nebulisation unit
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64j.,Budesonide 1mg/2mL nebulisation unit
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64k.,Budesonide 200 Cyclocap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64l.,Budesonide 400 Cyclocap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64m.,Budesonide 200micrograms inhalation capsule
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64n.,Budesonide 400micrograms inhalation capsule
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64o.,Budesonide 200micrograms inhaler with spacer device
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64p.,Novolizer Budesonide 200micrograms/dose cartridge+inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64u.,Budesonide 200micrograms/dose dry powder cartridge+inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64v.,Budesonide 200micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64w.,Budesonide refill 100dose
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64x.,Budesonide refill 200dose
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c64y.,Budesonide 50micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c651.,Flixotide 50micrograms/blister disks+diskhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c652.,Flixotide 100micrograms/blister disks+diskhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c653.,Flixotide 250micrograms/blister disks+diskhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c654.,Fluticasone propionate 50mcg/blister disks+disk inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c655.,Fluticasone propionate 100mcg/blister disks+disk inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c656.,Fluticasone propionate 250mcg/blister disks+disk inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c657.,Flixotide 50micrograms/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c658.,Flixotide 100micrograms/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c659.,Flixotide 250micrograms/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65A.,Fluticasone propionate 50micrograms/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65B.,Fluticasone propionate 100micrograms/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65C.,Fluticasone propionate 250micrograms/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65D.,Flixotide 25micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65E.,Flixotide 50micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65F.,Flixotide 125micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65G.,Fluticasone propionate 25micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65H.,Fluticasone propionate 50micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65I.,Fluticasone propionate 125micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65J.,Fluticasone propionate 250micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65K.,Flixotide 250micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65L.,Flixotide 500micrograms disks+diskhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65M.,Flixotide 500micrograms disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65N.,Fluticasone propionate 500mcg/blister disks+disk inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65O.,Fluticasone propionate 500micrograms/blister disks refill
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65P.,Fluticasone propionate 50mcg breath-actuated dry pdr inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65Q.,Fluticasone propionate 100mcg breath-actuate dry pdr inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65R.,Fluticasone propionate 250mcg breath-actuate dry pdr inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65S.,Fluticasone propionate 500mcg breath-actuate dry pdr inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65T.,Flixotide 50micrograms Accuhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65U.,Flixotide 100micrograms Accuhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65V.,Flixotide 250micrograms Accuhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65W.,Flixotide 500micrograms Accuhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65X.,Fluticasone propionate 0.5mg/2mL nebulisation unit
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65Y.,Fluticasone propionate 2mg/2mL nebulisation unit
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65Z.,Flixotide 0.5mg/2mL Nebule
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65a.,Flixotide 2mg/2mL Nebule
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65b.,Fluticasone propionate 125micrograms CFC-free inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65c.,Fluticasone propionate 250micrograms CFC-free inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65d.,Flixotide 125micrograms Evohaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65e.,Flixotide 250micrograms Evohaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65f.,Fluticasone propionate 50micrograms CFC-free inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c65g.,Flixotide 50micrograms Evohaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c661.,Asmabec 250micrograms Spacehaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c662.,Becotide 50 Easi-Breathe inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c663.,Becotide 100 Easi-Breathe inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c664.,Becloforte Easi-Breathe 250micrograms inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c665.,Qvar 50 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c666.,Qvar 100 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c667.,Qvar 50 Autohaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c668.,Qvar 100 Autohaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c669.,Beclazone 200 inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66A.,Beclometasone diprop 50mcg breath-actuated powder inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66B.,Beclometasone diprop 100mcg breath-actuated powder inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66C.,Beclometasone diprop 250mcg breath-actuated powder inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66D.,Asmabec 50micrograms Clickhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66E.,Asmabec 100micrograms Clickhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66F.,Asmabec 250micrograms Clickhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66G.,Beclometasone diprop 400mcg breath-actuated powder inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66H.,Beclometasone diprop 200mcg breath-actuated powder inhaler
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66I.,Pulvinal Beclomethasone Diprop 100mcg breath-act dry pdr inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66J.,Pulvinal Beclomethasone Diprop 200mcg breath-act dry pdr inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66K.,Pulvinal Beclomethasone Diprop 400mcg breath-act dry pdr inh
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66L.,Beclometasone 100 Cyclocap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66M.,Beclometasone 200 Cyclocap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66N.,Beclometasone 400 Cyclocap
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66P.,Becodisk 100micrograms diskhaler 15x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66Q.,Becodisk 200micrograms diskhaler 15x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66R.,Becodisk 400microcgrams diskhaler 15x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66S.,Becodisk 100micrograms disk refill 15x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66T.,Becodisk 200micrograms disk refill 15x8
ASTTRTATRISK1,Asthma inhaled corticosteroids codes,c66U.,Becodisk 400micrograms disk refill 15x8
